"SampleID"	"ExtractID"	"SequenceID"	"steps_remaining"	"LibraryCode"	"LibraryTube"	"LibraryBarcode"	"SampVolPool"	"TotalPoolVol"	"BeadVol"	"Conc_QC2"	"reads_unclassified"	"FlowCellSerial"	"protocol_group_id"	"SeqRunID"	"SeqDate"	"SeqDateTime"	"SampleSet"	"LibPrepDate"	"LibPrepWorkflow"	"LibPrepKit"	"FlowCellType"	"FlongleAdapter"	"SeqDevice"	"strands"	"fragment_type"	"Length"	"InputMassStart"	"TemplateVolPrep"	"PoolSamples"	"InputMassFinal"	"ExtractDate"	"ExtractedBy"	"ExtractKit"	"ExtractBox"	"ExtractNotes"	"ExtractConc"	"SampleCollectedBy"	"SampleNotes"	"Bristol"	"SampleTime"	"SampleStabilizer"	"CollectionDate"	"Subject"	"Subj_Certainty"
"IRI-63-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	830	"Molecular Grade (95%) Ethanol"	2023-05-11	"Iris"	"yes"
"JAR-63-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	3	830	"DNA/RNA Shield"	2023-05-11	"JarJar BINKS"	"yes"
"JAR-63-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	3	830	"Molecular Grade (95%) Ethanol"	2023-05-11	"JarJar BINKS"	"yes"
"KOR-63-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	3	830	"DNA/RNA Shield"	2023-05-11	"Korra"	"yes"
"KOR-63-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	3	830	"Molecular Grade (95%) Ethanol"	2023-05-11	"Korra"	"yes"
"KUB-63-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	830	"DNA/RNA Shield"	2023-05-11	"Kubo"	"yes"
"KUB-63-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	830	"Molecular Grade (95%) Ethanol"	2023-05-11	"Kubo"	"yes"
"OPH-63-MGE"	"DNA1-OPH-63-MGE"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2023-11-01	"SA/SK"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 7"	""	0.7	"SA"	""	2	830	"Molecular Grade (95%) Ethanol"	2023-05-11	"Ophelia"	"yes"
"OPH-63-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	830	"DNA/RNA Shield"	2023-05-11	"Ophelia"	"yes"
"WOL-63-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	830	"DNA/RNA Shield"	2023-05-11	"Wolverine"	"yes"
"WOL-63-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	830	"Molecular Grade (95%) Ethanol"	2023-05-11	"Wolverine"	"yes"
"CHA-64-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA/GR"	""	3	730	"DNA/RNA Shield"	2023-05-12	"Charles"	"yes"
"CHA-64-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA/GR"	""	3	730	"Molecular Grade (95%) Ethanol"	2023-05-12	"Charles"	"yes"
"FRA-64-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA/GR"	""	2	730	"DNA/RNA Shield"	2023-05-12	"Franc"	"yes"
"FRA-64-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA/GR"	""	2	730	"Molecular Grade (95%) Ethanol"	2023-05-12	"Franc"	"yes"
"GIN-64-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA/GR"	""	2	730	"DNA/RNA Shield"	2023-05-12	"Ginger"	"yes"
"GIN-64-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA/GR"	""	2	730	"Molecular Grade (95%) Ethanol"	2023-05-12	"Ginger"	"yes"
"GOO-64-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA/GR"	""	3	730	"DNA/RNA Shield"	2023-05-12	"Goose"	"yes"
"GOO-64-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA/GR"	""	3	730	"Molecular Grade (95%) Ethanol"	2023-05-12	"Goose"	"yes"
"GRO-64-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA/GR"	""	3	730	"DNA/RNA Shield"	2023-05-12	"Grogu"	"yes"
"GRO-64-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA/GR"	""	3	730	"Molecular Grade (95%) Ethanol"	2023-05-12	"Grogu"	"yes"
"HAM-64-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA/GR"	""	2	800	"DNA/RNA Shield"	2023-05-12	"Hamlet"	"yes"
"HAM-64-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA/GR"	""	2	800	"Molecular Grade (95%) Ethanol"	2023-05-12	"Hamlet"	"yes"
"HEN-64-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA/GR"	""	2	730	"DNA/RNA Shield"	2023-05-12	"Henry"	"yes"
"HEN-64-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA/GR"	""	2	730	"Molecular Grade (95%) Ethanol"	2023-05-12	"Henry"	"yes"
"HER-64-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA/GR"	""	3	800	"DNA/RNA Shield"	2023-05-12	"Hera"	"yes"
"HER-64-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA/GR"	""	3	800	"Molecular Grade (95%) Ethanol"	2023-05-12	"Hera"	"yes"
"IRI-64-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA/GR"	""	3	800	"DNA/RNA Shield"	2023-05-12	"Iris"	"yes"
"IRI-64-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA/GR"	""	3	800	"Molecular Grade (95%) Ethanol"	2023-05-12	"Iris"	"yes"
"IVY-64-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA/GR"	""	3	730	"DNA/RNA Shield"	2023-05-12	"Ivy"	"yes"
"IVY-64-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA/GR"	""	3	730	"Molecular Grade (95%) Ethanol"	2023-05-12	"Ivy"	"yes"
"JAR-64-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA/GR"	""	2	800	"DNA/RNA Shield"	2023-05-12	"JarJar BINKS"	"yes"
"JAR-64-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA/GR"	""	2	800	"Molecular Grade (95%) Ethanol"	2023-05-12	"JarJar BINKS"	"yes"
"KOR-64-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA/GR"	""	3	800	"DNA/RNA Shield"	2023-05-12	"Korra"	"yes"
"KOR-64-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA/GR"	""	3	800	"Molecular Grade (95%) Ethanol"	2023-05-12	"Korra"	"yes"
"KUB-64-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA/GR"	""	3	800	"DNA/RNA Shield"	2023-05-12	"Kubo"	"yes"
"KUB-64-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA/GR"	""	3	800	"Molecular Grade (95%) Ethanol"	2023-05-12	"Kubo"	"yes"
"LAM-64-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA/GR"	""	3	730	"DNA/RNA Shield"	2023-05-12	"Lambchop"	"yes"
"LAM-64-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA/GR"	""	3	730	"Molecular Grade (95%) Ethanol"	2023-05-12	"Lambchop"	"yes"
"MAR-64-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA/GR"	""	3	730	"DNA/RNA Shield"	2023-05-12	"Marshmallow"	"yes"
"MAR-64-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA/GR"	""	3	730	"Molecular Grade (95%) Ethanol"	2023-05-12	"Marshmallow"	"yes"
"OPH-64-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA/GR"	""	2	800	"DNA/RNA Shield"	2023-05-12	"Ophelia"	"yes"
"OPH-64-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA/GR"	""	2	800	"Molecular Grade (95%) Ethanol"	2023-05-12	"Ophelia"	"yes"
"WOL-64-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA/GR"	""	2	800	"DNA/RNA Shield"	2023-05-12	"Wolverine"	"yes"
"WOL-64-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA/GR"	""	2	800	"Molecular Grade (95%) Ethanol"	2023-05-12	"Wolverine"	"yes"
"BUD-65-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	3	730	"DNA/RNA Shield"	2023-05-13	"Buddy"	"yes"
"BUD-65-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	3	730	"Molecular Grade (95%) Ethanol"	2023-05-13	"Buddy"	"yes"
"FRA-65-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	730	"DNA/RNA Shield"	2023-05-13	"Franc"	"yes"
"FRA-65-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	730	"Molecular Grade (95%) Ethanol"	2023-05-13	"Franc"	"yes"
"GIN-65-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	730	"DNA/RNA Shield"	2023-05-13	"Ginger"	"yes"
"GIN-65-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	730	"Molecular Grade (95%) Ethanol"	2023-05-13	"Ginger"	"yes"
"GOO-65-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	730	"DNA/RNA Shield"	2023-05-13	"Goose"	"yes"
"GOO-65-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	730	"Molecular Grade (95%) Ethanol"	2023-05-13	"Goose"	"yes"
"GRO-65-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	730	"DNA/RNA Shield"	2023-05-13	"Grogu"	"yes"
"GRO-65-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	730	"Molecular Grade (95%) Ethanol"	2023-05-13	"Grogu"	"yes"
"HAM-65-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	800	"DNA/RNA Shield"	2023-05-13	"Hamlet"	"yes"
"HAM-65-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	800	"Molecular Grade (95%) Ethanol"	2023-05-13	"Hamlet"	"yes"
"HEN-65-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	730	"DNA/RNA Shield"	2023-05-13	"Henry"	"yes"
"HEN-65-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	730	"Molecular Grade (95%) Ethanol"	2023-05-13	"Henry"	"yes"
"HER-65-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	800	"DNA/RNA Shield"	2023-05-13	"Hera"	"yes"
"HER-65-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	800	"Molecular Grade (95%) Ethanol"	2023-05-13	"Hera"	"yes"
"IRI-65-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	3	800	"DNA/RNA Shield"	2023-05-13	"Iris"	"yes"
"IRI-65-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	3	800	"Molecular Grade (95%) Ethanol"	2023-05-13	"Iris"	"yes"
"IVY-65-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	3	730	"DNA/RNA Shield"	2023-05-13	"Ivy"	"yes"
"IVY-65-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	3	730	"Molecular Grade (95%) Ethanol"	2023-05-13	"Ivy"	"yes"
"JAR-65-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	3	800	"DNA/RNA Shield"	2023-05-13	"JarJar BINKS"	"yes"
"JAR-65-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	3	800	"Molecular Grade (95%) Ethanol"	2023-05-13	"JarJar BINKS"	"yes"
"JOA-65-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	3	730	"DNA/RNA Shield"	2023-05-13	"Joans"	"yes"
"JOA-65-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	3	730	"Molecular Grade (95%) Ethanol"	2023-05-13	"Joans"	"yes"
"KOR-65-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	3	800	"DNA/RNA Shield"	2023-05-13	"Korra"	"yes"
"KOR-65-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	3	800	"Molecular Grade (95%) Ethanol"	2023-05-13	"Korra"	"yes"
"KUB-65-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	800	"DNA/RNA Shield"	2023-05-13	"Kubo"	"yes"
"KUB-65-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	800	"Molecular Grade (95%) Ethanol"	2023-05-13	"Kubo"	"yes"
"LAM-65-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	3	730	"DNA/RNA Shield"	2023-05-13	"Lambchop"	"yes"
"LAM-65-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	3	730	"Molecular Grade (95%) Ethanol"	2023-05-13	"Lambchop"	"yes"
"MAR-65-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	4	730	"DNA/RNA Shield"	2023-05-13	"Marshmallow"	"yes"
"MAR-65-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	4	730	"Molecular Grade (95%) Ethanol"	2023-05-13	"Marshmallow"	"yes"
"OPH-65-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	800	"DNA/RNA Shield"	2023-05-13	"Ophelia"	"yes"
